idx,name_roi,stiffness (N/micron),mean VM stress (N/cm2),DA,Radius a,Radius b,Radius c,m00,m01,m02,m10,m11,m12,m20,m21,m22,D1,D2,D3,Tb.Th Mean (µm),Tb.Th Std Dev (µm),Tb.Th Max (µm),Tb.Sp Mean (µm),Tb.Sp Std Dev (µm),Tb.Sp Max (µm),Euler char. (χ),Corr. Euler (χ + Δχ),Connectivity,Conn.D (µm⁻³),BV (micron³),TV (micron³),BV/TV,name_bone
241,Segmentation-grayscale-1_119-65739,21.59697392,4.298029171,0.467306465,15.22171823,15.91445993,20.85570934,0.905427903,-0.368789685,-0.210224833,-0.3814518,-0.924133509,-0.021720547,-0.186265499,0.09985703,-0.977411754,0.002299059,0.003948355,0.004315913,348.727745,72.46594058,967.9227905,920.1966945,279.0400902,1946.690552,-7341,-7716.125,7717.125,2.12E-09,8.71E+11,3.65E+12,0.238951704,Segmentation-grayscale_119-65739
253,Segmentation-grayscale-10_119-65739,21.71687782,4.260091299,0.474418761,15.23897617,15.86617995,21.0201525,0.908917979,-0.354455562,-0.219611845,-0.370074329,-0.928409331,-0.033182912,-0.192127818,0.111433252,-0.975022837,0.002263228,0.003972421,0.004306143,349.9899888,71.38714284,739.8562622,917.0194594,280.6742963,1973.542725,-7280,-7663.125,7664.125,2.10E-09,8.71E+11,3.65E+12,0.238816593,Segmentation-grayscale_119-65739
128,Segmentation-grayscale-2_119-65739,16.09181624,4.969084061,0.425549863,16.0123143,16.22830427,21.12651865,0.979261081,-0.023909962,-0.2011866,0.045590696,0.993549471,0.10383129,0.197406238,-0.110850179,0.974034401,0.002240496,0.003797115,0.003900244,352.4791392,82.87070332,1046.314697,1007.326564,532.1567971,3834.810303,-7160,-7501.125,7502.125,2.06E-09,8.35E+11,3.65E+12,0.229059333,Segmentation-grayscale_119-65739
122,Segmentation-grayscale-3_119-65739,20.3374363,4.363725924,0.397256592,15.51000703,15.67205521,19.97771254,0.457971926,-0.872804274,-0.168743636,0.870278956,0.478909766,-0.115151965,-0.181318103,0.094117668,-0.97891042,0.002505581,0.004071441,0.004156962,354.0960213,76.49115184,827.1844482,936.00309,355.0374761,2889.230957,-7712,-8062.25,8063.25,2.21E-09,8.87E+11,3.65E+12,0.243233519,Segmentation-grayscale_119-65739
118,Segmentation-grayscale-4_119-65739,18.50474102,4.691699944,0.458433417,14.71996016,15.54942591,20.00233539,0.944708995,-0.2325308,-0.23120195,-0.252692316,-0.965598287,-0.061372151,-0.208977291,0.11640178,-0.970968134,0.002499416,0.004135912,0.00461516,350.5942693,88.80825692,1337.735229,896.6965934,280.7058303,1976.207886,-7856,-8214,8215,2.25E-09,8.99E+11,3.65E+12,0.246710185,Segmentation-grayscale_119-65739
27,Segmentation-grayscale-5_119-65739,19.8887467,4.417045277,0.357302773,16.20244925,16.52223463,20.21051856,0.29940555,-0.946817292,-0.117869978,0.942548336,0.312693436,-0.11758167,-0.148185527,0.075893547,-0.986043214,0.00244819,0.003663215,0.003809243,362.0612993,91.01265678,917.678833,1447.3357,1895.798903,8702.842773,-7541,-7881.375,7882.375,2.16E-09,8.69E+11,3.65E+12,0.238333556,Segmentation-grayscale_119-65739
294,Segmentation-grayscale-6_119-65739,14.2120113,5.259483028,0.411114716,16.83785499,17.11490179,21.94175767,0.980647706,-0.059777057,-0.186431702,0.077652019,0.992901337,0.090094947,0.179722675,-0.102828201,0.978328228,0.002077099,0.003413903,0.003527171,361.0387787,97.17895182,1031.113159,1462.356646,1803.32584,7972.458496,-6739,-7065.375,7066.375,1.94E-09,8.08E+11,3.65E+12,0.221722741,Segmentation-grayscale_119-65739
111,Segmentation-grayscale-7_119-65739,17.71485588,4.809557412,0.430819492,14.69599337,15.43263356,19.47932655,0.957849987,-0.178526715,-0.225059135,-0.198589624,-0.977599664,-0.069721284,-0.207570623,0.11147694,-0.971847379,0.002635434,0.004198749,0.004630225,356.0605513,100.681038,1337.735229,891.9024221,289.3021992,1984.181763,-8207,-8512.125,8513.125,2.34E-09,9.11E+11,3.65E+12,0.250027704,Segmentation-grayscale_119-65739
599,Segmentation-grayscale-8_119-65739,19.56527323,4.501891288,0.42466389,15.91030572,16.04777782,20.97576015,0.537505886,-0.82484491,-0.17526636,0.824139,0.557855937,-0.097937034,-0.178556243,0.091802111,-0.979637709,0.002272818,0.003883025,0.003950417,352.1193767,78.58618763,833.5231323,973.4088212,429.043226,3586.586426,-7306,-7645.75,7646.75,2.10E-09,8.48E+11,3.65E+12,0.232636185,Segmentation-grayscale_119-65739
21,Segmentation-grayscale-9_119-65739,9.939561325,6.291100601,0.363420491,17.27588582,18.05862679,21.65279667,0.976266178,0.113176519,-0.184649464,0.081476714,-0.981888222,-0.171046966,-0.200663634,0.151942736,-0.967805513,0.002132907,0.003066412,0.003350575,386.9504513,168.6785423,1605.937988,1619.627934,2010.717533,8498.444336,-6541,-6788.5,6789.5,1.86E-09,7.94E+11,3.65E+12,0.217857259,Segmentation-grayscale_119-65739
304,Segmentation-grayscale-1_119-65739_2,14.05504978,4.952460978,0.240645045,16.17613049,16.43799658,18.56317359,0.559136291,0.82862463,-0.027346481,-0.828375715,0.559715365,0.022635911,-0.03406292,-0.009996602,-0.999369694,0.002901988,0.003700856,0.003821648,436.158287,236.8257052,1673.348999,1357.322235,1729.908495,8840.848633,-7283,-7523.25,7524.25,2.06E-09,9.36E+11,3.65E+12,0.256900296,Segmentation-grayscale_119-65739_2
651,Segmentation-grayscale-10_119-65739_2,15.95498869,4.784765765,0.305911711,15.17300371,15.33224735,18.21227525,-0.670673103,0.739541798,0.057232135,0.735736197,0.673057412,-0.075405365,-0.094285932,-0.008464597,-0.995509173,0.003014891,0.004253911,0.00434367,401.1825672,194.8977841,1562.750732,902.9092752,355.0477279,2753.036133,-7603,-7891.5,7892.5,2.17E-09,9.58E+11,3.65E+12,0.262882444,Segmentation-grayscale_119-65739_2
580,Segmentation-grayscale-2_119-65739_2,19.50453334,4.158015393,0.247615761,16.30268746,16.60904962,18.79487139,-0.549504391,-0.835476948,0.004816003,0.835462871,-0.549524031,-0.005013129,-0.006834863,-0.001268856,-0.999975837,0.002830879,0.00362502,0.003762544,427.9750506,214.300366,1815.172363,1923.59751,2768.357287,10823.64941,-7445,-7635.75,7636.75,2.10E-09,9.48E+11,3.65E+12,0.260024889,Segmentation-grayscale_119-65739_2
420,Segmentation-grayscale-3_119-65739_2,18.58393716,4.158645476,0.270661789,14.94190585,15.00969049,17.49611046,0.653868117,0.754670523,-0.054119199,0.753332547,-0.656018433,-0.046150723,0.070331783,0.010593268,0.997467405,0.003266758,0.004438707,0.004479072,396.6867711,137.2858891,1256.583618,955.7256232,598.2391847,4933.323242,-8050,-8357,8358,2.29E-09,1.02E+12,3.65E+12,0.280301481,Segmentation-grayscale_119-65739_2
133,Segmentation-grayscale-4_119-65739_2,14.51535985,4.966446383,0.247354345,15.46982793,15.53465543,17.83159549,0.870807543,0.482531713,-0.094113596,-0.480665267,0.875844569,0.043095161,0.103223664,0.007709545,0.994628291,0.003144992,0.004143781,0.004178583,422.3571997,206.6461767,1644.796753,930.1503224,457.694137,3615.817139,-7796,-8073.875,8074.875,2.22E-09,9.77E+11,3.65E+12,0.268061704,Segmentation-grayscale_119-65739_2
305,Segmentation-grayscale-5_119-65739_2,11.95487249,5.371752123,0.240702517,15.74092774,15.90493605,18.06443344,-0.684997168,-0.724481267,0.076849028,0.722702607,-0.689045155,-0.054015881,0.092085945,0.018538267,0.995578481,0.003064441,0.003953085,0.00403589,430.6725585,221.7943358,1576.164917,1015.856868,762.8265185,6536.649414,-7602,-7873.125,7874.125,2.16E-09,9.60E+11,3.65E+12,0.263354778,Segmentation-grayscale_119-65739_2
32,Segmentation-grayscale-6_119-65739_2,22.68247244,3.809531721,0.261065341,16.33832537,16.75443627,19.00660382,-0.462922543,-0.886394922,0.002600177,0.88630266,-0.462827187,0.016080757,0.013050469,-0.009748689,-0.999867315,0.002768159,0.003562381,0.003746148,416.0578874,175.2878319,1545.81897,2434.66502,3528.843699,11988.35938,-7441,-7634.375,7635.375,2.09E-09,9.60E+11,3.65E+12,0.263294444,Segmentation-grayscale_119-65739_2
537,Segmentation-grayscale-7_119-65739_2,15.68771995,4.332462491,0.305697165,14.73416118,14.93671768,17.68279642,0.041411526,-0.998849317,0.024189409,0.995432275,0.039161289,-0.087068823,-0.086021346,-0.027684571,-0.995908576,0.003198145,0.004482184,0.004606268,392.7938748,118.0886651,1105.031738,909.6341254,424.312607,2762.578857,-7937,-8245.75,8246.75,2.26E-09,1.04E+12,3.65E+12,0.285313259,Segmentation-grayscale_119-65739_2
562,Segmentation-grayscale-8_119-65739_2,12.82454087,5.343962234,0.226103634,16.97902056,17.32944616,19.30061868,-0.529030925,-0.848252012,0.024388619,0.848154677,-0.529466912,-0.017275245,-0.027566728,-0.011546182,-0.999553281,0.002684464,0.003329896,0.003468764,439.008561,239.1529989,1592.774292,1593.161941,2157.461944,9684.120117,-6809,-7044.25,7045.25,1.93E-09,8.92E+11,3.65E+12,0.244680296,Segmentation-grayscale_119-65739_2
328,Segmentation-grayscale-9_119-65739_2,15.82341497,4.611575175,0.266087877,14.95707504,14.96932079,17.45921213,0.205837972,-0.978566597,0.006176133,0.974987247,0.204536127,-0.086976097,-0.083848661,-0.023924634,-0.996191254,0.003280581,0.004462681,0.004469991,403.9797479,157.6817068,1399.272095,915.9366628,451.214904,2828.47583,-8152,-8462.375,8463.375,2.32E-09,1.02E+12,3.65E+12,0.278742111,Segmentation-grayscale_119-65739_2
492,Segmentation-grayscale-1_1216-67960-L45,9.1563523,6.363233738,0.610090153,22.22822459,24.81007873,35.59776029,0.977362678,0.13899288,-0.159509168,0.191020615,-0.903844745,0.382852193,-0.090957795,-0.404654984,-0.909934626,0.000789141,0.00162459,0.002023907,390.1150281,111.8646957,888.5386353,1311.57048,378.3585146,2777.778809,-2027,-2325.375,2326.375,6.38E-10,5.89E+11,3.65E+12,0.161622074,Segmentation-grayscale_1216-67960-L45
102,Segmentation-grayscale-10_1216-67960-L45,8.610469095,6.599559153,0.567777799,21.58170497,24.44693426,32.82707714,0.97833417,0.141595231,-0.151039867,0.189765179,-0.904986603,0.380773456,-0.082773351,-0.40118579,-0.912249162,0.000927973,0.001673213,0.002146982,391.4542636,115.4205865,967.9227905,1269.712632,397.54376,3265.505859,-2290,-2558.125,2559.125,7.02E-10,6.11E+11,3.65E+12,0.167605185,Segmentation-grayscale_1216-67960-L45
105,Segmentation-grayscale-2_1216-67960-L45,5.754671628,8.017590899,0.598133773,22.899824,26.94928717,36.12363039,0.994448237,0.028021039,-0.10142744,-0.072369102,0.881865112,-0.465914839,0.076389903,0.470668403,0.878997063,0.000766332,0.00137691,0.001906934,422.860724,165.4997343,1429.047241,1418.525701,475.8344357,3297.58374,-1770,-1997.125,1998.125,5.48E-10,5.97E+11,3.65E+12,0.163812,Segmentation-grayscale_1216-67960-L45
279,Segmentation-grayscale-3_1216-67960-L45,9.784963813,6.193530318,0.587329466,22.15135286,24.28065032,34.48248258,0.969888894,0.178082227,-0.16613926,0.229516444,-0.896524374,0.37890137,-0.081472296,-0.405623923,-0.910401833,0.000841013,0.001696209,0.002037978,382.4918995,102.2490491,827.1844482,1284.682321,389.1258285,3147.317139,-2258,-2557.5,2558.5,7.02E-10,5.85E+11,3.65E+12,0.160546926,Segmentation-grayscale_1216-67960-L45
171,Segmentation-grayscale-4_1216-67960-L45,5.341835996,8.376885694,0.639897518,24.69815472,27.13019993,41.1577334,0.904485625,0.320315273,-0.281609445,0.409310711,-0.837489862,0.362043468,-0.119877003,-0.442728875,-0.888606014,0.000590333,0.001358608,0.001639347,425.9560016,180.1888526,1556.000122,1477.716061,598.5049014,5927.736328,-1376,-1592.125,1593.125,4.37E-10,5.57E+11,3.65E+12,0.152862333,Segmentation-grayscale_1216-67960-L45
473,Segmentation-grayscale-5_1216-67960-L45,9.204054339,6.422443313,0.565732254,21.95572381,23.80435397,33.31723649,0.950125663,0.246565721,-0.190962219,0.302041517,-0.880003635,0.36655767,-0.077666891,-0.405954367,-0.910587121,0.00090087,0.001764766,0.002074457,397.0229148,137.4594869,1231.19519,1258.617679,379.8991511,2982.455811,-2392,-2676.375,2677.375,7.35E-10,6.03E+11,3.65E+12,0.165396741,Segmentation-grayscale_1216-67960-L45
12,Segmentation-grayscale-6_1216-67960-L45,8.616881296,6.651371624,0.537693158,22.17417323,23.80691185,32.61236357,0.944025763,0.26533005,-0.195998275,0.320743652,-0.877116807,0.357476736,-0.077064061,-0.400332451,-0.913123792,0.000940233,0.001764387,0.002033785,413.5186696,157.3386183,1235.462769,1334.153445,605.7145679,5323.327637,-2418,-2648.5,2649.5,7.27E-10,6.24E+11,3.65E+12,0.171123111,Segmentation-grayscale_1216-67960-L45
508,Segmentation-grayscale-7_1216-67960-L45,7.019449151,7.489395709,0.524127321,23.48824537,26.13737502,34.0490649,0.979457957,0.14815201,-0.136795803,0.19183231,-0.89366309,0.405668147,-0.062148808,-0.42357675,-0.903725767,0.000862561,0.001463781,0.001812587,416.6587836,188.6316175,1403.028564,1476.191107,870.3794622,6929.842773,-2055,-2291.625,2292.625,6.29E-10,5.79E+11,3.65E+12,0.158832852,Segmentation-grayscale_1216-67960-L45
164,Segmentation-grayscale-8_1216-67960-L45,7.324753546,7.002521787,0.671984623,23.58388045,25.51484524,41.17827625,0.569968172,0.710080101,-0.413427785,0.810963102,-0.567097275,0.14401225,0.132193537,0.417357078,0.899076158,0.000589744,0.001536081,0.001797916,395.7430398,116.1282949,882.5951538,1375.643067,393.6295699,3291.193115,-1624,-1901.375,1902.375,5.22E-10,5.60E+11,3.65E+12,0.15360237,Segmentation-grayscale_1216-67960-L45
409,Segmentation-grayscale-9_1216-67960-L45,9.294984464,6.289761549,0.611515633,22.29260744,23.73116751,35.76630657,-0.751703793,-0.54498122,0.371398542,0.645596614,-0.72310562,0.245607966,0.134708644,0.424398082,0.895399268,0.000781721,0.001775668,0.002012233,399.2509571,113.97792,1046.314697,1316.692214,396.2726543,3059.120361,-2168,-2417.5,2418.5,6.63E-10,6.16E+11,3.65E+12,0.169002185,Segmentation-grayscale_1216-67960-L45
30,Segmentation-grayscale-1_1216-67960-L45_2,7.363627421,6.877496838,0.525706615,25.05809016,25.65374815,36.38517211,0.773561454,-0.473604971,-0.421071262,-0.379088805,-0.878275578,0.291416689,-0.507832999,-0.065805316,-0.858938476,0.000755355,0.001519492,0.00159259,503.1439876,324.9309294,1992.124023,1377.207261,602.5912144,6095.833496,-1541,-1789.875,1790.875,4.91E-10,5.83E+11,3.65E+12,0.160036741,Segmentation-grayscale_1216-67960-L45_2
454,Segmentation-grayscale-10_1216-67960-L45_2,10.10326946,6.001135723,0.614131946,22.01138689,22.93755042,35.43463755,-0.724188155,0.596654357,0.3457674,0.492129904,0.798389565,-0.346961468,-0.483073156,-0.081102908,-0.871815717,0.000796423,0.001900667,0.002063979,404.1775646,153.4810964,1818.06958,1268.073065,362.1852536,2724.208252,-2078,-2369.5,2370.5,6.50E-10,6.20E+11,3.65E+12,0.17022137,Segmentation-grayscale_1216-67960-L45_2
81,Segmentation-grayscale-2_1216-67960-L45_2,7.44616854,6.948753675,0.629024409,22.9752532,23.84567909,37.72138571,0.481436146,-0.857490243,-0.181465477,0.725594172,0.506059377,-0.466279965,-0.491662827,-0.092813737,-0.865825199,0.000702789,0.001758655,0.001894434,393.8728071,113.0629823,1005.266724,1341.781646,431.221337,5001.139648,-1847,-2103.25,2104.25,5.77E-10,5.93E+11,3.65E+12,0.162700074,Segmentation-grayscale_1216-67960-L45_2
504,Segmentation-grayscale-3_1216-67960-L45_2,6.61957089,7.127552273,0.562150382,23.26177471,24.22689356,35.15445405,0.800523048,-0.424103775,-0.423436935,-0.338080086,-0.902967941,0.265237163,-0.494838059,-0.069172867,-0.866227689,0.000809169,0.001703745,0.001848053,500.4406227,321.3562652,1835.357666,1286.556004,401.8211359,3757.16333,-1811,-2074.5,2075.5,5.69E-10,6.28E+11,3.65E+12,0.17234363,Segmentation-grayscale_1216-67960-L45_2
19,Segmentation-grayscale-4_1216-67960-L45_2,9.17953489,6.445681669,0.609458949,22.25729802,23.57000955,35.6155041,0.790917666,-0.475804419,-0.384784875,-0.385501254,-0.875770837,0.29054126,-0.475224187,-0.081459163,-0.876085827,0.000788355,0.001800033,0.002018623,450.4785171,260.3903442,1673.348999,1285.419258,374.483898,2733.851074,-1953,-2201.75,2202.75,6.04E-10,6.30E+11,3.65E+12,0.17275837,Segmentation-grayscale_1216-67960-L45_2
461,Segmentation-grayscale-5_1216-67960-L45_2,7.038375395,7.063825466,0.531209915,25.71664468,26.40276633,37.55995778,-0.592191098,0.760730324,0.26570487,0.644215285,0.645038502,-0.410989049,-0.484041703,-0.072212918,-0.872060161,0.000708843,0.001434502,0.001512068,432.19721,198.7011765,1301.84314,1377.260692,539.0797124,4779.423828,-1246,-1510.125,1511.125,4.15E-10,5.36E+11,3.65E+12,0.147054741,Segmentation-grayscale_1216-67960-L45_2
156,Segmentation-grayscale-6_1216-67960-L45_2,8.065902619,6.508921239,0.533871486,24.44616407,25.02291553,35.80617146,-0.760478087,0.509527994,0.402559689,0.410151714,0.857514933,-0.310553879,-0.503436839,-0.071058874,-0.861105095,0.000779981,0.001597071,0.001673318,489.8583035,308.0136679,1794.760132,1346.093245,523.0019709,5210.40332,-1651,-1910.25,1911.25,5.24E-10,5.93E+11,3.65E+12,0.162762296,Segmentation-grayscale_1216-67960-L45_2
535,Segmentation-grayscale-7_1216-67960-L45_2,9.401368584,6.389840085,0.611053222,22.28616069,23.8102959,35.7347023,0.779953982,-0.498822953,-0.377951647,-0.406011386,-0.862882644,0.300978899,-0.4762631,-0.081297019,-0.875536552,0.000783104,0.001763886,0.002013397,474.1657436,296.805825,1794.76001,1288.073999,371.58338,2647.7854,-1928,-2168.625,2169.625,5.95E-10,6.40E+11,3.65E+12,0.175560074,Segmentation-grayscale_1216-67960-L45_2
529,Segmentation-grayscale-8_1216-67960-L45_2,8.034321791,6.710317619,0.541538647,25.11840105,25.72230229,37.0971567,0.465236763,-0.86440892,-0.190661937,0.740223423,0.498030095,-0.451702678,-0.485411207,-0.06901626,-0.871557638,0.000726639,0.001511403,0.001584952,425.1048283,194.2077203,1514.86499,1340.903359,444.5573657,3348.27002,-1351,-1615,1616,4.43E-10,5.43E+11,3.65E+12,0.149025519,Segmentation-grayscale_1216-67960-L45_2
216,Segmentation-grayscale-9_1216-67960-L45_2,8.445314555,6.344232461,0.560084033,23.6942053,24.40001638,35.72376998,0.780489785,-0.47110079,-0.410974137,-0.381996185,-0.879761755,0.283016199,-0.494888483,-0.063900699,-0.866603768,0.000783584,0.001679654,0.001781212,482.355404,302.153043,1756.222534,1291.96246,405.7697203,3906.876465,-1745,-2012,2013,5.52E-10,6.04E+11,3.65E+12,0.165749148,Segmentation-grayscale_1216-67960-L45_2
423,Segmentation-grayscale-1_1220-67975-L45,21.72668531,4.194785406,0.610447892,18.77721984,20.41473881,30.08489581,0.855336919,0.499752729,-0.136550228,0.51118641,-0.85695534,0.065696258,-0.084185563,-0.125995055,-0.988452344,0.001104849,0.002399454,0.002836204,375.7545347,88.01995976,870.5865479,1209.418917,418.0373359,3234.736572,-2974,-3254.375,3255.375,8.93E-10,7.49E+11,3.65E+12,0.205372741,Segmentation-grayscale_1220-67975-L45
517,Segmentation-grayscale-10_1220-67975-L45,21.016914,4.411007612,0.58392318,18.02596959,19.14352057,27.94549927,0.818204888,0.569780455,-0.076752813,0.573630351,-0.818012646,0.042468016,-0.038587326,-0.078775281,-0.996145307,0.00128049,0.002728704,0.003077533,379.768113,93.92462492,1025.995972,1165.569838,403.1118507,2700.923584,-3523,-3743.375,3744.375,1.03E-09,7.96E+11,3.65E+12,0.218352852,Segmentation-grayscale_1220-67975-L45
642,Segmentation-grayscale-2_1220-67975-L45,19.70322589,4.583048256,0.577930472,17.863415,18.9680187,27.49618801,0.796857109,0.599691461,-0.073409122,0.60356838,-0.795579516,0.052520897,-0.02690646,-0.086159075,-0.995917997,0.001322681,0.002779432,0.003133798,378.9830873,94.10288814,846.0579834,1152.351402,392.949143,2623.822998,-3621,-3820.375,3821.375,1.05E-09,8.02E+11,3.65E+12,0.220150963,Segmentation-grayscale_1220-67975-L45
300,Segmentation-grayscale-3_1220-67975-L45,19.88193104,4.621694919,0.615651213,18.26610568,19.52188912,29.46342354,0.73578648,0.672267945,-0.081694954,0.67632798,-0.735625294,0.037893149,-0.034622525,-0.083133849,-0.995936767,0.00115195,0.002623955,0.002997147,380.5725764,102.5350021,1147.098633,1181.667329,395.328983,3286.392822,-3158,-3415,3416,9.37E-10,7.83E+11,3.65E+12,0.214877963,Segmentation-grayscale_1220-67975-L45
92,Segmentation-grayscale-4_1220-67975-L45,19.72771371,4.554738922,0.595056476,17.66506115,19.64282266,27.75990119,0.843405096,0.506759897,-0.178500001,0.523152089,-0.850264973,0.057977299,-0.122391728,-0.142280997,-0.98223031,0.00129767,0.002591745,0.00320457,395.6183073,138.0381459,1454.600464,1163.738853,409.3520878,2430.116455,-3520,-3682.125,3683.125,1.01E-09,8.14E+11,3.65E+12,0.223200259,Segmentation-grayscale_1220-67975-L45
564,Segmentation-grayscale-5_1220-67975-L45,22.0073642,4.268803816,0.55385034,18.22688521,19.12017409,27.28802947,0.724848771,0.683109178,-0.089197031,0.686836073,-0.726619984,0.016721449,-0.05338977,-0.07338426,-0.995873628,0.001342937,0.002735371,0.00301006,374.4019003,89.64209887,807.8700562,1180.368301,472.7417608,3939.076416,-3754,-3980,3981,1.09E-09,7.81E+11,3.65E+12,0.214179593,Segmentation-grayscale_1220-67975-L45
665,Segmentation-grayscale-6_1220-67975-L45,22.86935195,4.177491451,0.597164877,18.38691747,19.68539559,28.96978433,0.692208876,0.716652907,-0.085179125,0.720485842,-0.693052453,0.024050955,-0.041797415,-0.078018638,-0.996075333,0.001191542,0.002580547,0.002957891,377.0396116,89.44735079,967.9227905,1184.382302,405.9747837,2800.424316,-3233,-3483.25,3484.25,9.56E-10,7.72E+11,3.65E+12,0.211775481,Segmentation-grayscale_1220-67975-L45
177,Segmentation-grayscale-7_1220-67975-L45,17.56465025,4.991561441,0.53444047,17.21040879,18.12066275,25.22339701,0.845671149,0.53057,-0.057756228,0.53348885,-0.843440097,0.063233291,-0.015164231,-0.084286874,-0.996326136,0.001571784,0.003045453,0.003376118,422.967227,185.3671144,1566.11499,1119.171708,406.215061,2845.174072,-4041,-4136.25,4137.25,1.14E-09,9.05E+11,3.65E+12,0.248142,Segmentation-grayscale_1220-67975-L45
400,Segmentation-grayscale-8_1220-67975-L45,22.95561902,4.125220965,0.615764404,19.04844269,20.65813244,30.7298668,0.805045546,0.578382813,-0.131814227,0.588312996,-0.806937122,0.052347878,-0.07608868,-0.119690449,-0.989891261,0.001058958,0.002343246,0.002756012,377.3918355,89.72813405,846.0579834,1227.145845,414.1192001,3024.514404,-2827,-3079.875,3080.875,8.45E-10,7.41E+11,3.65E+12,0.203301704,Segmentation-grayscale_1220-67975-L45
333,Segmentation-grayscale-9_1220-67975-L45,14.43201855,5.318718665,0.491604021,19.92252604,20.30431951,27.94109035,0.359873076,0.927052751,-0.105188241,0.931357934,-0.363637351,-0.018446567,0.055351313,0.09132948,0.994281227,0.001280894,0.002425622,0.002519482,384.9035936,110.3346677,967.9227905,1398.341625,771.2501702,4634.050781,-3405,-3579.5,3580.5,9.82E-10,7.48E+11,3.65E+12,0.205117741,Segmentation-grayscale_1220-67975-L45
643,Segmentation-grayscale-1_1220-67975-L45_2,18.27435815,4.391242937,0.545951358,19.10890125,20.58793219,28.35858294,-0.594771816,-0.711540262,-0.374108196,-0.76210622,0.647165507,-0.019259171,0.255813596,0.273655371,-0.927185063,0.001243458,0.002359253,0.0027386,378.9149039,94.95139663,839.8139038,1255.647818,495.4462528,3195.446777,-3148,-3386.5,3387.5,9.29E-10,7.45E+11,3.65E+12,0.204415111,Segmentation-grayscale_1220-67975-L45_2
356,Segmentation-grayscale-10_1220-67975-L45_2,17.51555646,4.607503353,0.554232368,19.42284099,19.6417571,29.09098923,-0.217605693,0.951884475,0.215786258,0.954015596,0.160735121,0.253018703,-0.206160145,-0.260921766,0.943089511,0.001181634,0.002592026,0.002650785,377.8702151,94.13917006,973.3452759,1217.894098,433.1559364,2977.157227,-2972,-3208.5,3209.5,8.80E-10,7.52E+11,3.65E+12,0.206278,Segmentation-grayscale_1220-67975-L45_2
26,Segmentation-grayscale-2_1220-67975-L45_2,17.78361215,4.512053638,0.538084782,18.97750714,19.90375393,27.92273972,0.726390353,0.582663163,0.364500608,0.636726185,-0.770164664,-0.037764488,0.258721512,0.259518841,-0.930437075,0.001282578,0.002524236,0.002776653,383.1735197,94.46773032,781.3753662,1237.509664,506.7030295,3398.200928,-3154,-3396.375,3397.375,9.32E-10,7.73E+11,3.65E+12,0.211955481,Segmentation-grayscale_1220-67975-L45_2
534,Segmentation-grayscale-3_1220-67975-L45_2,14.60685205,5.336741973,0.544190449,16.86936907,18.08600696,24.98659798,0.849243884,0.402996854,0.341142728,0.447153479,-0.892522572,-0.058798172,0.280782106,0.202477146,-0.938170781,0.001601717,0.003057135,0.003514005,393.1409862,120.7433866,1174.306274,1113.375806,430.5545544,2693.117432,-4005,-4143.125,4144.125,1.14E-09,8.85E+11,3.65E+12,0.242900185,Segmentation-grayscale_1220-67975-L45_2
207,Segmentation-grayscale-4_1220-67975-L45_2,15.90284194,4.890111229,0.588242356,18.29694046,19.11356941,28.51396682,0.813494324,0.486537651,0.318603356,0.530226007,-0.845541378,-0.062611176,0.238929626,0.219865621,-0.945818028,0.001229942,0.002737262,0.002987054,377.6255909,93.05605248,945.9215698,1186.590199,428.1992346,2643.807129,-3173,-3413.25,3414.25,9.37E-10,7.93E+11,3.65E+12,0.217682148,Segmentation-grayscale_1220-67975-L45_2
427,Segmentation-grayscale-5_1220-67975-L45_2,16.25695793,4.679103397,0.555502913,19.14704742,19.7132038,28.71887038,-0.790105896,-0.514589014,-0.333062785,0.569469156,-0.817264032,-0.088229146,-0.226798485,-0.259379351,0.938767703,0.001212454,0.002573271,0.002727699,377.7346065,93.96649397,827.1844482,1218.450299,467.8452459,3323.023682,-3070,-3345.375,3346.375,9.18E-10,7.54E+11,3.65E+12,0.206933037,Segmentation-grayscale_1220-67975-L45_2
243,Segmentation-grayscale-6_1220-67975-L45_2,17.76397778,4.616731455,0.611540232,18.27619389,19.17452951,29.32329256,-0.320072827,0.928980648,0.18587184,0.930712142,0.271672268,0.244885867,-0.176998007,-0.25137449,0.95156848,0.001162986,0.002719885,0.002993839,379.0864761,92.51064171,827.1844482,1196.893945,403.5133213,2702.871582,-2866,-3083.5,3084.5,8.46E-10,8.06E+11,3.65E+12,0.221037259,Segmentation-grayscale_1220-67975-L45_2
611,Segmentation-grayscale-7_1220-67975-L45_2,18.22346146,4.644041054,0.590302794,18.08019642,18.3647952,28.24695533,0.97575863,-0.101430189,0.193925277,0.050442834,0.966489584,0.251701023,-0.212956842,-0.235817305,0.948176978,0.001253305,0.002965021,0.0030591,378.9560022,93.49057152,876.6114502,1164.920071,408.678027,2700.923584,-3135,-3321.25,3322.25,9.11E-10,8.24E+11,3.65E+12,0.225956741,Segmentation-grayscale_1220-67975-L45_2
477,Segmentation-grayscale-8_1220-67975-L45_2,18.08920052,4.70057971,0.600667776,18.59684506,19.4049706,29.42876886,-0.212453279,0.957095399,0.197058373,0.950332093,0.155433906,0.269646461,-0.227447835,-0.244558171,0.942580916,0.001154664,0.002655669,0.002891488,385.4415179,107.1353181,973.3452759,1273.420995,641.8691905,6282.078613,-2827,-3021.625,3022.625,8.29E-10,8.06E+11,3.65E+12,0.221189704,Segmentation-grayscale_1220-67975-L45_2
